"Export for HP:0000118"
"Gene","Associated diseases"
"MITF (4286)","MELANOMA, CUTANEOUS MALIGNANT, SUSCEPTIB... (OMIM:614456), WAARDENBURG SYNDROME, TYPE 2A (OMIM:193510), TIETZ SYNDROME (OMIM:103500), ALBINISM, OCULAR, WITH SENSORINEURAL DEA... (OMIM:103470)"
"ATXN3 (4287)","MACHADO-JOSEPH DISEASE (OMIM:109150)"
"MLF1 (4291)","LEUKEMIA, ACUTE MYELOID (OMIM:601626)"
"MLH1 (4292)","COLORECTAL CANCER, HEREDITARY NONPOLYPOS... (OMIM:609310), MUIR-TORRE SYNDROME (OMIM:158320), MISMATCH REPAIR CANCER SYNDROME (OMIM:276300)"
"KMT2A (4297)","LYSINE-SPECIFIC METHYLTRANSFERASE 2A (OMIM:159555), HAIRY ELBOWS, SHORT STATURE, FACIAL DYSM... (OMIM:605130)"
"ETL4 (100144434)","EPILEPSY, FAMILIAL TEMPORAL LOBE, 4 (OMIM:611631)"
"FOXO4 (4303)","MYELOID/LYMPHOID OR MIXED LINEAGE LEUKEM... (OMIM:300033)"
"NR3C2 (4306)","HYPERTENSION, EARLY-ONSET, AUTOSOMAL DOM... (OMIM:605115), PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOM... (OMIM:177735)"
"TRPM1 (4308)","NIGHT BLINDNESS, CONGENITAL STATIONARY, ... (OMIM:613216)"
"MMP1 (4312)","PULMONARY DISEASE, CHRONIC OBSTRUCTIVE (OMIM:606963)"
"MMP2 (4313)","TORG-WINCHESTER SYNDROME (OMIM:259600)"
"MMP9 (4318)","METAPHYSEAL ANADYSPLASIA 2 (OMIM:613073)"
"MYP8 (553192)","MYOPIA 8 (OMIM:609257)"
"MMP13 (4322)","SPONDYLOEPIMETAPHYSEAL DYSPLASIA, MISSOU... (OMIM:602111)"
"MYP9 (553194)","MYOPIA 9 (OMIM:609258)"
"MMP14 (4323)","WINCHESTER SYNDROME (OMIM:277950)"
"MYP10 (553195)","MYOPIA 10 (OMIM:609259)"
"ALDH6A1 (4329)","METHYLMALONATE SEMIALDEHYDE DEHYDROGENAS... (OMIM:614105)"
"MN1 (4330)","MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174)"
"MYP7 (553190)","MYOPIA 7 (OMIM:609256)"
"MOCS1 (4337)","MOLYBDENUM COFACTOR DEFICIENCY, COMPLEME... (OMIM:252150)"
"MOCS2 (4338)","MOLYBDENUM COFACTOR DEFICIENCY, COMPLEME... (OMIM:252160)"
"MOG (4340)","NARCOLEPSY 7 (OMIM:614250)"
"DUOXA2 (405753)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274900)"
"MPI (4351)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:602579)"
"MPL (4352)","MYELOFIBROSISMYELOFIBROSIS WITH MYELOID ... (OMIM:254450), THROMBOCYTHEMIA 2 (OMIM:601977), AMEGAKARYOCYTIC THROMBOCYTOPENIA, CONGEN... (OMIM:604498)"
"MPO (4353)","MYELOPEROXIDASE DEFICIENCY (OMIM:254600)"
"MPV17 (4358)","MITOCHONDRIAL DNA DEPLETION SYNDROME 6 (... (OMIM:256810)"
"MPZ (4359)","NEUROPATHY, CONGENITAL HYPOMYELINATING (OMIM:605253), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607677), ROUSSY-LEVY HEREDITARY AREFLEXIC DYSTASI... (OMIM:180800), CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:118200), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607736), HYPERTROPHIC NEUROPATHY OF DEJERINE-SOTT... (OMIM:145900), CHARCOT-MARIE-TOOTH DISEASE, DOMINANT IN... (OMIM:607791)"
"MRE11A (4361)","ATAXIA-TELANGIECTASIA-LIKE DISORDER (OMIM:604391)"
"MRSD (4364)","MENTAL RETARDATION, SKELETAL DYSPLASIA, ... (OMIM:309620)"
"MRX14 (4378)","MENTAL RETARDATION, X-LINKED 14 (OMIM:300062)"
"LAMTOR2 (28956)","IMMUNODEFICIENCY DUE TO DEFECT IN MAPBP-... (OMIM:610798)"
"MRX20 (4384)","MENTAL RETARDATION, X-LINKED 20 (OMIM:300047)"
"DCPS (28960)","AL-RAQAD SYNDROME (OMIM:616459)"
"OSTM1 (28962)","OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5 (OMIM:259720)"
"MRX23 (4387)","MENTAL RETARDATION, X-LINKED 23 (OMIM:300046)"
"ACAD9 (28976)","ACYL-COA DEHYDROGENASE FAMILY, MEMBER 9,... (OMIM:611126)"
"FLVCR1 (28982)","POSTERIOR COLUMN ATAXIA WITH RETINITIS P... (OMIM:609033)"
"MRX49 (4412)","MENTAL RETARDATION, X-LINKED 49 (OMIM:300114)"
"MRX50 (4413)","MENTAL RETARDATION, X-LINKED 50 (OMIM:300115)"
"IYD (389434)","THYROID HORMONOGENESIS, GENETIC DEFECT I... (OMIM:274800)"
"MRXS7 (4429)","SYNDROMIC X-LINKED INTELLECTUAL DISABILI... (OMIM:300218)"
"PDA1 (100996949)","PATENT ARTERIAL DUCT (OMIM:607411)"
"MSD (4434)","PAINE SYNDROME (OMIM:311400)"
"LIPN (643418)","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:613943)"
"MSH2 (4436)","LYNCH SYNDROME I (OMIM:120435), MUIR-TORRE SYNDROME (OMIM:158320), MISMATCH REPAIR CANCER SYNDROME (OMIM:276300)"
"MSH3 (4437)","ENDOMETRIAL CANCER (OMIM:608089)"
"ACRPV (414058)","ACROPECTOROVERTEBRAL DYSPLASIA, F-FORM O... (OMIM:102510)"
"RBM20 (282996)","CARDIOMYOPATHY, DILATED, 1DD (OMIM:613172)"
"BCO1 (53630)","CAROTENEMIA, FAMILIAL (OMIM:115300)"
"MSR1 (4481)","PROSTATE CANCER (OMIM:176807), BARRETT ESOPHAGUS (OMIM:614266)"
"MSX1 (4487)","TOOTH AGENESIS, SELECTIVE, 1 (OMIM:106600), OROFACIAL CLEFT 5 (OMIM:608874), WITKOP SYNDROME (OMIM:189500)"
"MSX2 (4488)","PARIETAL FORAMINA WITH CLEIDOCRANIAL DYS... (OMIM:168550), CRANIOSYNOSTOSIS, BOSTON TYPE (OMIM:604757), PARIETAL FORAMINA (OMIM:168500)"
"C1GALT1C1 (29071)","TN POLYAGGLUTINATION SYNDROME (OMIM:300622)"
"NDUFAF4 (29078)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"MTAP (4507)","DIAPHYSEAL MEDULLARY STENOSIS WITH MALIG... (OMIM:112250)"
"COX1 (4512)","COMPLEX IV, CYTOCHROME C OXIDASE SUBUNIT... (OMIM:516030)"
"UBE2T (29089)","FANCONI ANEMIA, COMPLEMENTATION GROUP T (OMIM:616435)"
"COX3 (4514)","CYTOCHROME C OXIDASE III (OMIM:516050)"
"CYTB (4519)","CYTOCHROME B OF COMPLEX III (OMIM:516020)"
"UQCC3 (790955)","MITOCHONDRIAL COMPLEX III DEFICIENCY, NU... (OMIM:616111)"
"FEZF1 (389549)","HYPOGONADOTROPIC HYPOGONADISM 22 WITH OR... (OMIM:616030)"
"MTHFR (4524)","HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,... (OMIM:236250)"
"FAME3 (100529229)","EPILEPSY, FAMILIAL ADULT MYOCLONIC, 3 (OMIM:613608)"
"LGMD1H (100529230)","MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1H (OMIM:613530)"
"FWS (100529224)","FORSYTHE-WAKELING SYNDROME (OMIM:613606)"
"TBK1 (29110)","FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPH... (OMIM:616439)"
"MTM1 (4534)","MYOPATHY, CENTRONUCLEAR, X-LINKED (OMIM:310400)"
"ND2 (4536)","COMPLEX I, SUBUNIT ND2 (OMIM:516001)"
"ND5 (4540)","COMPLEX I, SUBUNIT ND5 (OMIM:516005)"
"ND6 (4541)","COMPLEX I, SUBUNIT ND6 (OMIM:516006)"
"CTNNA3 (29119)","ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLAS... (OMIM:615616)"
"MTTP (4547)","ABETALIPOPROTEINEMIA (OMIM:200100)"
"ANKRD11 (29123)","KBG SYNDROME (OMIM:148050)"
"MTR (4548)","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBL... (OMIM:250940)"
"GALNTL5 (168391)","UDP-N-ACETYL-ALPHA-D-GALACTOSAMINE:POLYP... (OMIM:615133)"
"MTRR (4552)","HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBL... (OMIM:236270)"
"FLCN (201163)","PNEUMOTHORAX, PRIMARY SPONTANEOUS (OMIM:173600), RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700), BIRT-HOGG-DUBE SYNDROME (OMIM:135150), COLORECTAL CANCER (OMIM:114500)"
"COMA (266710)","OCULAR MOTOR APRAXIA (OMIM:257550)"
"MUC1 (4582)","MEDULLARY CYSTIC KIDNEY DISEASE 1 (OMIM:174000)"
"TRIM37 (4591)","MULIBREY NANISM (OMIM:253250)"
"MUSK (4593)","MYASTHENIC SYNDROME, CONGENITAL, 9, ASSO... (OMIM:616325), FETAL AKINESIA DEFORMATION SEQUENCE (OMIM:208150)"
"MUT (4594)","METHYLMALONIC ACIDURIA DUE TO METHYLMALO... (OMIM:251000)"
"MUTYH (4595)","PILOMATRIXOMA (OMIM:132600), FAMILIAL ADENOMATOUS POLYPOSIS, 2 (OMIM:608456), GASTRIC CANCERGASTRIC CANCER, INTESTINAL... (OMIM:613659)"
"H19 (283120)","SILVER-RUSSELL SYNDROME (OMIM:180860), MULTIPLE TUMOR-ASSOCIATED CHROMOSOME REG... (OMIM:194071), BECKWITH-WIEDEMANN SYNDROME (OMIM:130650)"
"MVK (4598)","POROKERATOSIS 3, MULTIPLE TYPES (OMIM:175900), MEVALONIC ACIDURIA (OMIM:610377), HYPER-IGD SYNDROME (OMIM:260920)"
"MYB (4602)","V-MYB AVIAN MYELOBLASTOSIS VIRAL ONCOGEN... (OMIM:189990)"
"MYBPC1 (4604)","LETHAL CONGENITAL CONTRACTURE SYNDROME 4 (OMIM:614915), ARTHROGRYPOSIS, DISTAL, TYPE 1B (OMIM:614335)"
"MYBPC3 (4607)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 4 (OMIM:115197), LEFT VENTRICULAR NONCOMPACTION 10 (OMIM:615396)"
"MYC (4609)","BURKITT LYMPHOMA (OMIM:113970)"
"MYCN (4613)","FEINGOLD SYNDROME 1 (OMIM:164280)"
"MYD88 (4615)","PYOGENIC BACTERIAL INFECTIONS DUE TO MYD... (OMIM:612260), MACROGLOBULINEMIA, WALDENSTROM, SUSCEPTI... (OMIM:153600)"
"MYF6 (4618)","MYOPATHY, CENTRONUCLEAR, 3 (OMIM:614408)"
"MYH2 (4620)","MYOPATHY, PROXIMAL, AND OPHTHALMOPLEGIA (OMIM:605637)"
"MYH3 (4621)","ARTHROGRYPOSIS, DISTAL, TYPE 8 (OMIM:178110), ARTHROGRYPOSIS, DISTAL, TYPE 2B (OMIM:601680), ARTHROGRYPOSIS, DISTAL, TYPE 2A (OMIM:193700)"
"MYH6 (4624)","ATRIAL SEPTAL DEFECT 3 (OMIM:614089), CARDIOMYOPATHY, DILATED, 1EE (OMIM:613252), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:613251)"
"MYH7 (4625)","MYOPATHY, DISTAL, 1 (OMIM:160500), SCAPULOPERONEAL MYOPATHY, MYH7-RELATED (OMIM:181430), MYOPATHY, MYOSIN STORAGE (OMIM:608358), CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1 (OMIM:192600), CARDIOMYOPATHY, DILATED, 1S (OMIM:613426), MYOPATHY, MYOSIN STORAGE, AUTOSOMAL RECE... (OMIM:255160)"
"MYH8 (4626)","CARNEY COMPLEX VARIANT (OMIM:608837), ARTHROGRYPOSIS, DISTAL, TYPE 7 (OMIM:158300)"
"MYH9 (4627)","MAY-HEGGLIN ANOMALY (OMIM:155100), MACROTHROMBOCYTOPENIA AND PROGRESSIVE SE... (OMIM:600208), FECHTNER SYNDROME (OMIM:153640), EPSTEIN SYNDROME (OMIM:153650), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:603622), SEBASTIAN SYNDROME (OMIM:605249)"
"MYH11 (4629)","AORTIC ANEURYSM, FAMILIAL THORACIC 4 (OMIM:132900)"
"MYL2 (4633)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1... (OMIM:608758)"
"MYL3 (4634)","CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 8 (OMIM:608751)"
"MYLK (4638)","AORTIC ANEURYSM, FAMILIAL THORACIC 7 (OMIM:613780)"
"MYO1A (4640)","DEAFNESS, AUTOSOMAL DOMINANT 48 (OMIM:607841)"
"PAPA5 (101241897)","POLYDACTYLY, POSTAXIAL, TYPE A5 (OMIM:263450)"
"HHT4 (791087)","TELANGIECTASIA, HEREDITARY HEMORRHAGIC, ... (OMIM:610655)"
"MYO1E (4643)","FOCAL SEGMENTAL GLOMERULOSCLEROSIS 6 (OMIM:614131)"
"MYO5A (4644)","GRISCELLI SYNDROME, TYPE 1 (OMIM:214450)"
"MYO5B (4645)","DIARRHEA 2, WITH MICROVILLOUS ATROPHY (OMIM:251850)"
"MYO6 (4646)","DEAFNESS, AUTOSOMAL RECESSIVE 37 (OMIM:607821), DEAFNESS, AUTOSOMAL DOMINANT 22 (OMIM:606346)"
"MYO7A (4647)","DEAFNESS, NEUROSENSORY, AUTOSOMAL RECESS... (OMIM:600060), USHER SYNDROME, TYPE I (OMIM:276900), DEAFNESS, AUTOSOMAL DOMINANT NONSYNDROMI... (OMIM:601317)"
"MYOC (4653)","GLAUCOMA 1, OPEN ANGLE, A (OMIM:137750)"
"GJB4 (127534)","ERYTHROKERATODERMIA VARIABILIS ET PROGRE... (OMIM:133200)"
"KIAA2022 (340533)","MENTAL RETARDATION, X-LINKED 98 (OMIM:300912)"
"MYP1 (4657)","MYOPIA 1, X-LINKED (OMIM:310460)"
"MYP2 (4658)","MYOPIA 2, AUTOSOMAL DOMINANT (OMIM:160700)"
"NAGA (4668)","KANZAKI DISEASE (OMIM:609242), SCHINDLER DISEASE, TYPE I (OMIM:609241)"
"NAGLU (4669)","MUCOPOLYSACCHARIDOSIS TYPE IIIB (OMIM:252920), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:616491)"
"CCDC50 (152137)","DEAFNESS, AUTOSOMAL DOMINANT 44 (OMIM:607453)"
"NBN (4683)","LEUKEMIA, ACUTE LYMPHOBLASTIC (OMIM:613065), NIJMEGEN BREAKAGE SYNDROME (OMIM:251260), APLASTIC ANEMIA (OMIM:609135)"
"UNC13D (201294)","HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS, FAMI... (OMIM:608898)"
"NCF2 (4688)","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMA... (OMIM:233710)"
"NCF4 (4689)","GRANULOMATOUS DISEASE, CHRONIC, AUTOSOMA... (OMIM:613960)"
"NDN (4692)","PRADER-WILLI SYNDROME (OMIM:176270)"
"NDP (4693)","NORRIE DISEASE (OMIM:310600), EXUDATIVE VITREORETINOPATHY 2, X-LINKED (OMIM:305390)"
"NDUFA1 (4694)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFA2 (4695)","LEIGH SYNDROME (OMIM:256000)"
"SHFL1 (791121)","SPLIT-HAND/FOOT MALFORMATION WITH LONG B... (OMIM:119100)"
"KTWS (791122)","KLIPPEL-TRENAUNAY-WEBER SYNDROME (OMIM:149000)"
"NEB (4703)","NEMALINE MYOPATHY 2 (OMIM:256030)"
"NDUFA9 (4704)","LEIGH SYNDROME (OMIM:256000)"
"NDUFA10 (4705)","LEIGH SYNDROME (OMIM:256000)"
"NDUFB3 (4709)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFB9 (4715)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS1 (4719)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS2 (4720)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS3 (4722)","LEIGH SYNDROME (OMIM:256000), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFV1 (4723)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS4 (4724)","LEIGH SYNDROME (OMIM:256000), MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS6 (4726)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NDUFS8 (4728)","LEIGH SYNDROME (OMIM:256000)"
"NDUFV2 (4729)","MITOCHONDRIAL COMPLEX I DEFICIENCY (OMIM:252010)"
"NEFL (4747)","CHARCOT-MARIE-TOOTH DISEASE, DEMYELINATI... (OMIM:607734), CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYP... (OMIM:607684)"
"NEK1 (4750)","SHORT-RIB THORACIC DYSPLASIA 6 WITH OR W... (OMIM:263520)"
"NEK2 (4751)","RETINITIS PIGMENTOSA 67 (OMIM:615565)"
"MYO3A (53904)","DEAFNESS, AUTOSOMAL RECESSIVE 30 (OMIM:607101)"
"NEU1 (4758)","NEURAMINIDASE DEFICIENCY (OMIM:256550)"
"NEUROD1 (4760)","MATURITY-ONSET DIABETES OF THE YOUNG, TY... (OMIM:606394)"
"NF1 (4763)","JUVENILE MYELOMONOCYTIC LEUKEMIA (OMIM:607785), NEUROFIBROMATOSIS, TYPE I (OMIM:162200), NEUROFIBROMATOSIS, FAMILIAL SPINAL (OMIM:162210), WATSON SYNDROME (OMIM:193520), NEUROFIBROMATOSIS-NOONAN SYNDROME (OMIM:601321)"
"NF2 (4771)","SCHWANNOMATOSIS (OMIM:162091), NEUROFIBROMATOSIS, TYPE II (OMIM:101000), MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO (OMIM:607174)"
"OTOGL (283310)","DEAFNESS, AUTOSOMAL RECESSIVE 84B (OMIM:614944)"
"SPG36 (791228)","SPASTIC PARAPLEGIA 36, AUTOSOMAL DOMINAN... (OMIM:613096)"
"NFIX (4784)","SOTOS SYNDROME 2 (OMIM:614753), MARSHALL-SMITH SYNDROME (OMIM:602535)"
"NFKB2 (4791)","IMMUNODEFICIENCY, COMMON VARIABLE, 10 (OMIM:615577)"
"NFKBIA (4792)","ECTODERMAL DYSPLASIA, ANHIDROTIC, WITH T... (OMIM:612132)"
"A4GALT (53947)","BLOOD GROUP, P1PK SYSTEMP(1) PHENOTYPE, ... (OMIM:111400)"
"LRSL (406214)","LARSEN-LIKE SYNDROME (OMIM:608545)"
"NGF (4803)","NEUROPATHY, HEREDITARY SENSORY AND AUTON... (OMIM:608654)"
"NHS (4810)","CATARACT, CONGENITAL TOTAL, WITH POSTERI... (OMIM:302200), NANCE-HORAN SYNDROME (OMIM:302350)"
"ATFB1 (406216)","ATRIAL FIBRILLATION, FAMILIAL, 1 (OMIM:608583)"
"EDSS2 (100505394)","ECTODERMAL DYSPLASIA-SYNDACTYLY SYNDROME... (OMIM:613576)"
"NKS1 (4819)","SUSCEPTIBILITY TO LYSIS BY ALLOREACTIVE ... (OMIM:272370)"
"BMPER (168667)","DIAPHANOSPONDYLODYSOSTOSIS (OMIM:608022)"
"EDS8 (791254)","EHLERS-DANLOS SYNDROME, TYPE VIII (OMIM:130080)"
"NM (4827)","NEUTROPHIL CHEMOTACTIC RESPONSE (OMIM:162820)"
"SPDA2 (791255)","SPONDYLOARTHROPATHY, SUSCEPTIBILITY TO, ... (OMIM:183840)"
"NME1 (4830)","NEUROBLASTOMA (OMIM:256700)"
"NODAL (4838)","HETEROTAXY, VISCERAL, 5, AUTOSOMAL (OMIM:270100)"
"NANOS1 (340719)","SPERMATOGENIC FAILURE 12 (OMIM:615413)"
"SLC39A5 (283375)","MYOPIA 24, AUTOSOMAL DOMINANT (OMIM:615946)"
"NOTCH1 (4851)","ADAMS-OLIVER SYNDROME 5 (OMIM:616028), AORTIC VALVE DISEASE 1 (OMIM:109730)"
"NOTCH2 (4853)","ALAGILLE SYNDROME 2 (OMIM:610205), HAJDU-CHENEY SYNDROME (OMIM:102500)"
"NOTCH3 (4854)","CEREBRAL ARTERIOPATHY, AUTOSOMAL DOMINAN... (OMIM:125310), LATERAL MENINGOCELE SYNDROME (OMIM:130720), MYOFIBROMATOSIS, INFANTILE, 2 (OMIM:615293)"
"PNP (4860)","PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIEN... (OMIM:613179)"
"NOBOX (135935)","PREMATURE OVARIAN FAILURE 5 (OMIM:611548)"
"NPC1 (4864)","NIEMANN-PICK DISEASE, TYPE C1 (OMIM:257220)"
"NPHP1 (4867)","JOUBERT SYNDROME 4 (OMIM:609583), NEPHRONOPHTHISIS 1 (OMIM:256100), SENIOR-LOKEN SYNDROME 1 (OMIM:266900)"
"NPHS1 (4868)","NEPHROTIC SYNDROME, TYPE 1 (OMIM:256300)"
"NPM1 (4869)","LEUKEMIA, ACUTE MYELOID (OMIM:601626)"
"SFXN4 (119559)","COMBINED OXIDATIVE PHOSPHORYLATION DEFIC... (OMIM:615578)"
"NPPA (4878)","ATRIAL FIBRILLATION, FAMILIAL, 6 (OMIM:612201), ATRIAL STANDSTILL 2 (OMIM:615745)"
"NIPAL4 (348938)","ICHTHYOSIS, CONGENITAL, AUTOSOMAL RECESS... (OMIM:612281)"
"NPR2 (4882)","ACROMESOMELIC DYSPLASIA, MAROTEAUX TYPE (OMIM:602875), EPIPHYSEAL CHONDRODYSPLASIA, MIURA TYPE (OMIM:615923)"
"SLC11A2 (4891)","ANEMIA, HYPOCHROMIC MICROCYTIC, WITH IRO... (OMIM:206100)"
"NRAS (4893)","NOONAN SYNDROME 6 (OMIM:613224), MELANOCYTIC NEVUS SYNDROME, CONGENITAL (OMIM:137550), MELANOSIS, NEUROCUTANEOUS (OMIM:249400), THYROID CARCINOMA, FOLLICULAR (OMIM:188470), NEVUS, KERATINOCYTIC, NONEPIDERMOLYTIC (OMIM:162900), COLORECTAL CANCER (OMIM:114500), RAS-ASSOCIATED AUTOIMMUNE LEUKOPROLIFERA... (OMIM:614470), SCHIMMELPENNING-FEUERSTEIN-MIMS SYNDROME (OMIM:163200)"
"DPY19L2 (283417)","SPERMATOGENIC FAILURE 9 (OMIM:613958)"
"NRL (4901)","RETINITIS PIGMENTOSA 27 (OMIM:613750)"
"PRICKLE1 (144165)","EPILEPSY, PROGRESSIVE MYOCLONIC 1B (OMIM:612437)"
"NT5E (4907)","CALCIFICATION OF JOINTS AND ARTERIES (OMIM:211800)"
"NTF4 (4909)","GLAUCOMA 1, OPEN ANGLE, O (OMIM:613100)"
"NTHL1 (4913)","FAMILIAL ADENOMATOUS POLYPOSIS 3 (OMIM:616415)"
"HCN1 (348980)","EPILEPTIC ENCEPHALOPATHY, EARLY INFANTIL... (OMIM:615871)"
"NTRK1 (4914)","INSENSITIVITY TO PAIN, CONGENITAL, WITH ... (OMIM:256800), THYROID CARCINOMA, FAMILIAL MEDULLARY (OMIM:155240)"
"NTRK2 (4915)","OBESITY, HYPERPHAGIA, AND DEVELOPMENTAL ... (OMIM:613886)"
"ROR2 (4920)","BRACHYDACTYLY, TYPE B1 (OMIM:113000), ROBINOW SYNDROME, AUTOSOMAL RECESSIVE (OMIM:268310)"
"DDR2 (4921)","SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT ... (OMIM:271665)"
"TSPEAR (54084)","DEAFNESS, AUTOSOMAL RECESSIVE 98 (OMIM:614861)"
"NYS2 (4933)","NYSTAGMUS 2, CONGENITAL, AUTOSOMAL DOMIN... (OMIM:164100)"
"NYS3 (4934)","NYSTAGMUS 3, CONGENITAL, AUTOSOMAL DOMIN... (OMIM:608345)"
"GPR143 (4935)","ALBINISM, OCULAR, TYPE I (OMIM:300500), NYSTAGMUS 6, CONGENITAL, X-LINKED (OMIM:300814)"
"OASD (4941)","ALBINISM, OCULAR, WITH LATE-ONSET SENSOR... (OMIM:300650)"
"OAT (4942)","ORNITHINE AMINOTRANSFERASE DEFICIENCY (OMIM:258870)"
"OCA2 (4948)","ALBINISM, OCULOCUTANEOUS, TYPE II (OMIM:203200)"
"RIPK4 (54101)","POPLITEAL PTERYGIUM SYNDROME, LETHAL TYP... (OMIM:263650)"
"OCRL (4952)","LOWE OCULOCEREBRORENAL SYNDROME (OMIM:309000), DENT DISEASE 2 (OMIM:300555)"
"SYT2 (127833)","MYASTHENIC SYNDROME, PRESYNAPTIC, CONGEN... (OMIM:616040)"
"CORD8 (54109)","CONE-ROD DYSTROPHY 8 (OMIM:605549)"
"RP29 (54110)","RETINITIS PIGMENTOSA 29 (OMIM:612165)"
"VUR (54113)","VESICOURETERAL REFLUX 1 (OMIM:193000)"
"PTOS2 (54115)","PTOSIS, HEREDITARY CONGENITAL 2 (OMIM:300245)"
"OFC1 (4963)","OROFACIAL CLEFT 1 (OMIM:119530)"
"OFC3 (4965)","OROFACIAL CLEFT 3 (OMIM:600757)"
"OGDH (4967)","ALPHA-KETOGLUTARATE DEHYDROGENASE DEFICI... (OMIM:203740)"
"OGG1 (4968)","RENAL CELL CARCINOMA, NONPAPILLARY (OMIM:144700)"
"OPA1 (4976)","OPTIC ATROPHY WITH OR WITHOUT DEAFNESS, ... (OMIM:125250), OPTIC ATROPHY 1 (OMIM:165500)"
"OPA2 (4977)","OPTIC ATROPHY 2 (OMIM:311050)"
"OPEM (4981)","OPHTHALMOPLEGIA, EXTERNAL, AND MYOPIA (OMIM:311000)"
"TNFRSF11B (4982)","PAGET DISEASE, JUVENILE (OMIM:239000)"
"OPHN1 (4983)","MENTAL RETARDATION, X-LINKED, WITH CEREB... (OMIM:300486)"
"STT3B (201595)","CONGENITAL DISORDER OF GLYCOSYLATION, TY... (OMIM:615597)"
"SPG29 (619379)","SPASTIC PARAPLEGIA 29, AUTOSOMAL DOMINAN... (OMIM:609727)"
"SIX6 (4990)","OPTIC DISC ANOMALIES WITH RETINAL AND/OR... (OMIM:212550)"
"CTRCT35 (619404)","CATARACT 35 (OMIM:609376)"
"ORC1 (4998)","MEIER-GORLIN SYNDROME 1 (OMIM:224690)"
"ORC4 (5000)","MEIER-GORLIN SYNDROME 2 (OMIM:613800)"
"SLC22A18 (5002)","BREAST CANCER (OMIM:114480), LUNG CANCERALVEOLAR CELL CARCINOMA, INCL... (OMIM:211980), RHABDOMYOSARCOMA 1 (OMIM:268210)"
"SPOAN (619394)","SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND N... (OMIM:609541)"
"FEB6 (619397)","FEBRILE CONVULSIONS, FAMILIAL, 6 (OMIM:609253)"
"ETL2 (619399)","EPILEPSY, FAMILIAL TEMPORAL LOBE (OMIM:608096)"
"FEB5 (619398)","FEBRILE CONVULSIONS, FAMILIAL, 5 (OMIM:609255)"
"OTC (5009)","ORNITHINE TRANSCARBAMYLASE DEFICIENCY, H... (OMIM:311250)"
"KLLN (100144748)","COWDEN SYNDROME 4 (OMIM:615107)"
"OTSC1 (5012)","OTOSCLEROSIS (OMIM:166800)"
"OTX2 (5015)","MICROPHTHALMIA, SYNDROMIC 5 (OMIM:610125), PITUITARY HORMONE DEFICIENCY, COMBINED, ... (OMIM:613986)"
"MDCMP (619409)","MUSCULAR DYSTROPHY, CONGENITAL, MEROSIN-... (OMIM:609456)"
